numero_de_cliente	cliente_edad	cliente_antiguedad	ctrx_quarter	mpayroll	mcaja_ahorro	mtarjeta_visa_consumo	mtarjeta_master_consumo	mprestamos_personales	Visa_status	Master_status	cdescubierto_preacordado	cluster
296384934	63	65	40	0	307.49	12146.12	0	0	0	0	1	cluster_1
296687582	58	263	107	0	21437.65	0	0	0	0	0	1	cluster_1
297105090	56	17	8	0	0	18052.31	0	0	0	0	1	cluster_1
297162195	85	284	3	37099.29	0	0	0	0	9	9	1	cluster_1
297335176	47	118	73	0	12936.57	50320.51	0	0	0	0	1	cluster_1
297535143	64	292	0	0	116.64	0	0	0	0	0	1	cluster_1
297821454	64	322	29	0	5300.37	3594.7	0	0	0	0	1	cluster_1
297857330	71	321	19	0	4103.89	15498.15	0	0	0	0	1	cluster_1
299629384	75	322	72	11730	0	25461.93	0	0	0	0	1	cluster_1
300061777	58	169	15	0	22.68	0	0	0	0	0	1	cluster_1
300831010	54	321	92	0	2480.43	74978.19	0	0	0	0	1	cluster_1
300919832	55	151	38	0	0	22253.19	0	0	0	0	1	cluster_1
301529432	59	321	53	0	32776.78	0	0	0	0	0	1	cluster_1
301751124	46	278	131	0	9548.9	34091.3	0	0	0	0	1	cluster_1
301920245	54	260	103	0	79329.3	868.26	0	0	0	0	0	cluster_1
301961671	69	323	26	0	0	267.39	2098.16	0	0	0	1	cluster_1
302038460	73	87	50	0	7043.36	468.37	5201.37	0	0	0	1	cluster_1
302065224	59	293	11	0	23498.67	3159.36	0	0	0	0	1	cluster_1
302213482	74	288	71	0	0	105838.41	0	0	0	0	1	cluster_1
303683256	68	323	35	21407.25	9051.81	14289.83	0	0	0	0	1	cluster_1
304006613	79	106	152	40466.15	47939.09	17257.84	0	0	0	0	1	cluster_1
304051318	65	320	64	0	10689.61	0	0	0	0	0	1	cluster_1
304651363	62	290	97	0	26840.17	74779.09	0	0	0	0	1	cluster_1
304683165	55	280	150	0	66157.08	664612.14	0	0	0	7	1	cluster_1
304748135	73	269	45	0	3480.77	10184.22	0	0	0	0	1	cluster_1
305175634	57	158	6	0	2966.62	0	0	0	0	0	1	cluster_1
305248273	77	373	72	0	236857.75	36673.24	0	0	0	0	1	cluster_1
305344678	54	374	95	0	84468.89	9347.91	0	0	0	0	1	cluster_1
305427454	57	376	30	0	2724.77	605.06	0	0	0	0	1	cluster_1
305897028	63	179	16	0	1338.45	0	0	4787.86	0	0	1	cluster_1
305921973	68	320	44	0	392.54	0	0	0	0	0	1	cluster_1
306346483	51	266	17	0	0	0	0	0	0	0	0	cluster_1
307043368	53	374	117	0	680.32	17592.72	0	0	0	0	1	cluster_1
307282062	44	274	142	0	17603.7	5926.41	0	0	0	0	1	cluster_1
307311302	58	322	99	0	13445.65	16639.46	385.33	0	0	0	1	cluster_1
308216625	70	321	86	0	28722.58	1108.25	6457.68	0	0	0	1	cluster_1
308222825	61	321	124	0	31219.75	45584.72	82.2	0	0	0	1	cluster_1
308305302	65	192	3	0	0	4317.9	0	0	0	0	1	cluster_1
310261789	59	320	38	0	5421.95	12289.45	0	0	0	0	1	cluster_1
310302771	51	273	163	112364.01	86180.06	64405.27	0	0	0	0	1	cluster_1
310849075	62	283	24	0	0	0	0	0	0	0	0	cluster_1
311030006	54	294	46	0	6627.14	27422.47	0	0	0	0	1	cluster_1
311170750	71	179	19	0	9564.12	5887.48	0	0	0	0	1	cluster_1
311227052	54	321	0	0	200.39	0	0	0	0	0	1	cluster_1
311768463	63	323	63	0	12573.79	16606.53	450.18	0	0	0	1	cluster_1
311928463	86	300	45	0	33217.13	0	0	0	9	9	1	cluster_1
312578533	41	10	14	0	11190.19	635.36	0	0	0	0	1	cluster_1
313442430	73	320	12	0	1166.04	3153.03	0	0	0	0	1	cluster_1
313759954	49	49	45	0	0	33293.18	0	0	0	0	0	cluster_1
313768050	51	278	109	0	27210.85	42868.78	0	0	0	0	1	cluster_1
313792995	61	284	138	161201.87	305801.38	35161.5	0	240818.21	0	0	1	cluster_1
313876342	56	183	19	0	37942.36	9136.76	0	0	0	0	1	cluster_1
313939571	56	259	36	0	2671.71	721.19	0	10477.97	0	0	0	cluster_1
314592416	69	322	0	0	0	0	0	206648.16	0	0	0	cluster_1
314795517	66	206	0	0	0	0	0	0	9	9	0	cluster_1
314925252	52	268	64	0	2.28	9658.66	0	0	0	0	0	cluster_1
315648329	72	22	91	0	60440.9	28106.55	1054.03	0	0	0	1	cluster_1
316300440	59	320	40	0	7091.44	15101.1	0	33000.06	0	0	1	cluster_1
316373736	58	263	139	0	395570.95	9814.18	3330.14	0	0	0	1	cluster_1
317022201	44	67	55	0	2420.98	12412.52	388.55	0	0	0	1	cluster_1
317929557	50	100	90	0	2267.9	5491.96	0	0	0	0	1	cluster_1
318251240	74	167	202	0	80590.54	83589.93	8692.11	0	0	0	1	cluster_1
318513119	49	266	15	0	7253.46	0	0	0	0	0	1	cluster_1
318601728	51	27	94	0	1737.97	2645.64	1693.35	0	0	0	1	cluster_1
318644170	65	278	77	0	1606.45	0	0	0	0	0	1	cluster_1
318914734	75	269	173	0	5307.88	119828.57	15708.71	0	0	0	1	cluster_1
319073497	64	280	86	0	10216.37	1286.93	0	0	0	0	1	cluster_1
319115136	47	305	35	0	1373.79	2839.11	0	0	0	0	1	cluster_1
319400210	56	263	79	0	26975.64	18759.77	0	0	0	0	1	cluster_1
319771919	72	277	56	0	0	5799.39	2943.06	0	0	0	1	cluster_1
319969187	61	184	28	0	0	11448.91	0	36981.33	0	0	1	cluster_1
320025481	52	278	25	0	2227.48	25884.61	12773.78	0	0	0	1	cluster_1
320164994	67	320	91	0	3644.13	20101.03	0	0	0	0	1	cluster_1
320900317	46	263	28	0	102.22	0	0	0	0	0	0	cluster_1
321328473	58	284	11	0	16091.09	0	0	0	0	0	1	cluster_1
321479285	57	282	13	0	69.27	0	0	0	0	0	1	cluster_1
321564827	49	291	3	0	0	0	0	292919.26	0	0	1	cluster_1
321580874	50	148	21	0	0	19463.26	0	0	0	0	1	cluster_1
322291473	47	182	49	0	2321.07	19863.11	0	202407.95	0	0	1	cluster_1
322364036	54	321	90	0	46.33	4148.8	0	0	0	0	1	cluster_1
322750621	75	215	21	0	4339.64	2789.25	0	10944.51	0	0	1	cluster_1
322820271	55	55	33	0	5539.03	0	0	0	0	0	1	cluster_1
322861765	54	42	15	0	3693.6	1653.54	0	0	0	0	1	cluster_1
322887504	71	259	25	0	13313.46	5230.18	0	0	0	0	1	cluster_1
322948546	77	268	9	0	0	0	0	119380.53	6	0	1	cluster_1
322989460	78	285	36	0	14.14	0	0	0	9	9	1	cluster_1
323236532	67	321	83	0	134596.87	11020.22	0	0	0	0	1	cluster_1
323420384	51	295	54	0	1048.26	29930.09	1545.63	0	0	0	1	cluster_1
324195236	62	293	136	0	282914.65	45529.51	1239.07	0	0	0	1	cluster_1
324858722	56	303	0	0	73.73	0	0	0	0	0	1	cluster_1
325527324	67	309	7	0	5310.24	0	0	0	0	0	1	cluster_1
326073833	45	53	58	0	3883.42	12797.46	0	0	0	0	1	cluster_1
326096147	46	200	27	0	1651.5	6593.66	0	0	0	0	1	cluster_1
326470777	67	291	1	0	3584.51	0	0	0	0	0	1	cluster_1
326771017	60	276	135	0	22298.58	16886.96	0	0	0	0	1	cluster_1
327609388	70	376	22	0	0	8529.19	0	0	0	0	1	cluster_1
327817962	51	375	7	0	5724.93	0	0	0	0	0	0	cluster_1
328269228	59	310	143	0	7686.16	24880.15	926.37	0	0	0	1	cluster_1
328990331	71	316	21	0	12962.35	0	2231.05	0	0	0	1	cluster_1
329604381	68	376	14	0	502.44	10043.24	0	0	0	0	1	cluster_1
329706482	58	69	47	0	239.77	4794.89	8179.03	0	0	0	1	cluster_1
329737396	58	322	247	399183.63	560784.6	58740.94	29009.49	0	0	0	1	cluster_1
329778164	56	322	57	0	74.35	0	0	0	0	0	1	cluster_1
330392069	87	323	13	2346	534.79	3545.66	0	0	0	0	1	cluster_1
330524358	63	321	42	0	49.03	0	0	0	0	0	1	cluster_1
330535878	47	273	25	0	0	2410.51	0	0	0	0	1	cluster_1
330560669	73	266	25	0	0	5629.61	4006.56	0	0	0	1	cluster_1
331279808	61	258	81	0	28662.74	7084.35	0	0	0	0	1	cluster_1
331291474	62	282	4	0	33650.57	0	0	0	0	0	1	cluster_1
331961817	50	75	12	0	27.44	0	0	46539.1	0	0	0	cluster_1
332198103	62	281	13	0	0	117.3	0	0	0	0	1	cluster_1
333557176	61	258	105	0	22941.32	20934.48	605.18	0	0	0	1	cluster_1
333782446	75	323	65	0	59188.71	16665.04	0	0	0	0	1	cluster_1
334471389	52	321	24	0	3207.59	0	0	0	0	0	1	cluster_1
334611483	42	127	112	0	38141.63	0	0	0	9	9	1	cluster_1
334998137	68	278	0	0	14.47	0	0	0	0	0	1	cluster_1
335135900	84	320	104	0	0	203309.41	0	0	0	0	1	cluster_1
335164926	54	284	72	0	1012.18	16668.71	4326.1	0	0	0	1	cluster_1
335210938	61	281	64	0	2424.54	2411.19	0	0	0	0	1	cluster_1
335265712	61	80	20	0	327.29	0	0	30017.6	0	0	1	cluster_1
335305525	64	56	11	0	0	6836.94	0	0	0	0	1	cluster_1
336139156	59	283	26	0	23367.47	519.8	0	0	0	0	1	cluster_1
336802642	76	162	123	0	476.75	62259.61	0	0	0	0	1	cluster_1
336925384	49	133	38	0	0	0	15539.81	0	0	0	1	cluster_1
337387520	61	266	61	0	2428.71	1694.76	0	0	0	0	1	cluster_1
337774840	53	121	38	110526.51	16692.39	0	23973.62	0	0	0	1	cluster_1
338089444	72	280	76	0	1770.26	19151.73	0	0	0	0	1	cluster_1
338359709	49	173	42	0	6568.97	7191.07	0	0	0	0	1	cluster_1
339376313	56	321	3	0	424.67	0	0	0	0	0	1	cluster_1
339736869	64	100	14	0	1116.2	16624.71	0	0	0	0	1	cluster_1
339749047	75	320	282	0	337998.37	74860.95	37144.04	70002.3	0	0	1	cluster_1
339994155	50	271	30	0	0	0	0	0	0	0	1	cluster_1
340106239	82	285	57	0	269787.93	11028.88	0	0	0	0	1	cluster_1
340308613	79	374	74	0	0	17063.29	0	0	0	0	1	cluster_1
340640066	54	213	52	0	8578.01	17132.25	0	0	0	0	1	cluster_1
341391434	75	322	40	0	90645.85	26553.45	0	0	0	0	1	cluster_1
342104878	44	101	98	0	34857.45	48978.27	0	0	0	0	1	cluster_1
342207705	70	375	59	0	70070.6	0	0	0	9	9	1	cluster_1
342856836	50	198	111	0	48502.95	12551.51	0	0	0	0	1	cluster_1
342864487	68	376	34	0	0	295.81	0	0	0	0	1	cluster_1
342923412	57	70	20	0	0	7400.93	0	0	0	0	1	cluster_1
343004727	74	14	7	0	0	0	0	0	0	0	1	cluster_1
343155684	60	273	1	0	268.41	0	0	0	0	0	1	cluster_1
343657940	42	171	41	0	13437.65	3092.07	0	0	0	0	1	cluster_1
343703226	52	258	76	0	8901.16	22032.98	0	0	0	0	1	cluster_1
344154201	62	287	30	0	0	5494.03	0	0	0	0	1	cluster_1
344820906	46	101	26	0	0	0	0	0	0	0	0	cluster_1
344849198	46	202	17	0	0	30848.45	0	0	0	0	1	cluster_1
344850582	52	40	43	0	24456.9	3322.63	0	0	0	0	1	cluster_1
344926065	51	265	83	0	35199.9	21158.31	9751.4	0	0	0	1	cluster_1
345352325	64	321	20	0	415.32	0	0	0	9	9	1	cluster_1
345431591	68	275	360	753740.47	378130.35	153271.98	0	0	0	0	1	cluster_1
345509550	73	17	97	64515	20840.21	52735.39	0	0	0	0	1	cluster_1
345617997	45	268	45	0	4234.64	11744.65	0	0	0	0	1	cluster_1
345640601	67	323	25	0	9549.06	0	0	0	0	0	1	cluster_1
346123523	49	273	46	0	1138.76	32188.5	7029.31	0	0	0	1	cluster_1
346212644	73	323	47	0	611.46	13467.95	0	0	0	0	1	cluster_1
346463516	59	98	14	0	1578.36	514.94	0	0	0	0	1	cluster_1
348038012	88	282	83	0	281497.77	41890.85	1782.96	0	0	0	1	cluster_1
348224990	66	282	118	0	35524.57	14258.26	0	42509.16	0	0	1	cluster_1
348330302	65	374	40	0	9597.55	23345.33	0	0	0	9	1	cluster_1
348464051	64	113	2	0	0	0	0	451723.97	0	0	1	cluster_1
348660294	56	215	167	0	258.36	71791.97	0	0	0	0	1	cluster_1
348666127	65	267	9	0	797.07	0	0	0	0	0	1	cluster_1
349555472	64	138	24	0	7687.73	15120.43	0	0	0	0	1	cluster_1
349975533	69	322	25	7038	899.33	0	0	76375.87	0	0	1	cluster_1
350260384	73	288	29	0	524.49	0	0	0	9	9	0	cluster_1
350714723	65	322	34	0	351439.67	0	0	0	0	0	1	cluster_1
351048952	62	373	97	0	12123.79	13182.2	13651.32	0	0	0	1	cluster_1
351207125	66	280	25	0	1555.85	10951.04	0	0	0	0	1	cluster_1
351541276	63	317	68	0	86.95	18841.16	9337.31	0	0	0	1	cluster_1
351602027	67	181	6	0	22066.17	0	0	4631.08	0	0	0	cluster_1
352080500	66	264	41	0	5903.12	0	0	0	0	0	1	cluster_1
352122072	45	267	6	0	0	0	0	0	6	0	1	cluster_1
352271133	55	144	74	0	353.2	47415.24	0	42702.03	0	0	1	cluster_1
352305556	75	267	205	4885.54	23180.18	38250.53	9899.76	16824.56	0	0	1	cluster_1
352770758	55	322	4	0	633.59	0	0	0	0	0	1	cluster_1
352815754	64	296	24	0	35580.4	4539.56	863.75	0	0	0	1	cluster_1
352990563	78	321	8	0	0	2021.85	0	0	0	0	1	cluster_1
353018197	80	160	221	0	147493.53	48054.64	0	0	0	0	1	cluster_1
353767380	63	12	37	0	0	14243.9	13976.31	0	0	0	1	cluster_1
354324614	77	216	204	0	390546.17	0	0	0	0	0	1	cluster_1
355063002	77	323	86	0	45719.55	32089.94	0	0	0	0	1	cluster_1
355210168	43	258	8	0	3321.33	0	0	2198.22	0	0	0	cluster_1
355332978	54	51	137	0	13978.62	62955.17	0	0	0	0	1	cluster_1
355341509	48	73	19	0	505.9	18404.52	0	0	0	0	1	cluster_1
355772577	52	135	29	0	35210.29	18254.75	0	0	0	0	1	cluster_1
355937616	53	134	258	0	16667.9	729.86	0	0	0	0	1	cluster_1
356444458	76	38	22	0	983.75	1639.85	0	0	0	0	1	cluster_1
356759062	60	255	116	0	47156.6	17229.18	0	0	0	0	1	cluster_1
385278504	64	114	186	218571.29	73657.36	29437.95	1994.1	765694.4	0	0	1	cluster_1
390355324	59	133	25	0	0	47730.01	1312.38	0	0	0	1	cluster_1
390699757	50	254	102	0	60627.31	2862.12	0	0	0	0	1	cluster_1
394993707	57	255	19	0	23066.37	0	0	0	0	0	1	cluster_1
428339678	46	253	0	0	289.48	0	0	0	0	0	1	cluster_1
431018140	62	147	11	0	3506.69	0	0	0	0	0	1	cluster_1
432216700	56	255	53	0	1634.69	5346.7	19096.97	0	0	0	1	cluster_1
432466325	58	255	27	0	0	7232.69	0	0	0	0	1	cluster_1
432736377	45	256	14	0	3.47	0	0	0	0	0	1	cluster_1
432941006	76	255	22	0	1046.98	609.39	0	0	0	0	1	cluster_1
433921513	61	255	14	0	2.65	0	0	0	0	0	1	cluster_1
435230552	79	320	75	0	4.19	33201.96	1546.2	0	0	0	0	cluster_1
435384361	45	252	77	0	31769.67	12757.41	0	0	0	0	1	cluster_1
435527000	68	252	17	0	1039.74	0	0	0	0	0	1	cluster_1
435649955	67	90	36	0	47.22	44437.01	0	0	0	0	0	cluster_1
435675557	73	190	27	0	0	6750.15	0	0	0	0	1	cluster_1
